season_year,player_id,player_name,team_name,team_code,rank_no,position,g,gs,ip,e,pko,po,a,dp,fpct,pb,sb,cs,cs_rate
2021,63960,이상민,삼성,SS,23,투수,30,0,24 2/3,0,0,2,3,0,1.0,0,0,0,
2021,77446,백정현,삼성,SS,25,투수,27,27,157 2/3,1,1,3,29,3,0.97,0,0,0,
2021,61457,임현준,삼성,SS,25,투수,27,0,11,0,0,2,2,0,1.0,0,0,0,
2021,69446,원태인,삼성,SS,28,투수,26,26,158 2/3,3,3,7,26,3,0.917,0,0,0,
2021,68419,최지명,삼성,SS,28,투수,26,20,122 1/3,0,2,9,23,2,1.0,0,0,0,
2021,69442,김도환,삼성,SS,30,포수,25,13,113 2/3,1,0,88,3,1,0.989,1,5,0,0.0
2021,67419,문용익,삼성,SS,33,투수,22,0,22,0,0,2,2,0,1.0,0,0,0,
2021,69418,박승규,삼성,SS,33,중견수,22,4,62 1/3,0,0,24,0,0,1.0,0,0,0,
2021,78756,오선진,삼성,SS,35,유격수,21,10,111,2,0,20,22,4,0.955,0,0,0,
2021,60146,이승현,삼성,SS,35,투수,21,0,17,0,0,0,1,0,1.0,0,0,0,
2021,61197,최영진,삼성,SS,35,1루수,21,4,59 2/3,0,0,53,7,4,1.0,0,0,0,
2021,63435,김성표,삼성,SS,38,중견수,20,3,65 1/3,1,0,17,0,0,0.944,0,0,0,
2021,68403,김무신,삼성,SS,38,투수,20,1,19,0,0,1,2,0,1.0,0,0,0,
2021,62920,노건우,삼성,SS,45,투수,16,0,19,0,0,1,1,0,1.0,0,0,0,
2021,65496,홍정우,삼성,SS,46,투수,15,0,15 2/3,0,0,1,2,1,1.0,0,0,0,
2021,64469,송준석,삼성,SS,47,좌익수,13,12,90,0,0,24,0,0,1.0,0,0,0,
2021,51439,몽고메리,삼성,SS,49,투수,11,11,52,0,0,1,8,0,1.0,0,0,0,
2021,50464,이승민,삼성,SS,49,투수,11,11,35 2/3,0,0,2,8,1,1.0,0,0,0,
2021,63492,이재익,삼성,SS,49,투수,11,0,10,0,0,0,1,0,1.0,0,0,0,
2021,68415,양창섭,삼성,SS,52,투수,9,0,15,0,0,0,1,0,1.0,0,0,0,
2021,67449,김성윤,삼성,SS,53,우익수,8,1,23,1,0,7,0,0,0.875,0,0,0,
2021,51417,김현준,삼성,SS,55,우익수,6,0,9 2/3,0,0,5,0,0,1.0,0,0,0,
2021,69439,라이블리,삼성,SS,55,투수,6,6,33 1/3,0,0,2,0,0,1.0,0,0,0,
2021,51460,이재희,삼성,SS,59,투수,5,5,21 2/3,0,0,0,3,0,1.0,0,0,0,
2021,65844,박세웅,삼성,SS,62,투수,4,0,3,0,0,0,0,0,,0,0,0,
2021,64410,백승민,삼성,SS,65,1루수,3,0,5,0,0,3,0,0,1.0,0,0,0,
2021,65412,권정웅,삼성,SS,67,포수,2,1,3,0,0,2,0,0,1.0,0,0,0,
2021,64498,구준범,삼성,SS,70,투수,1,1,2,0,0,0,0,0,,0,0,0,
2021,60288,김응민,삼성,SS,70,포수,1,1,7,0,0,4,0,0,1.0,0,3,0,0.0
2021,66406,안주형,삼성,SS,70,2루수,1,0,1,0,0,0,1,1,1.0,0,0,0,
2021,68466,이태훈,삼성,SS,70,1루수,1,0,1,0,0,0,0,0,,0,0,0,
2021,50449,허윤동,삼성,SS,70,투수,1,1,3 2/3,0,0,0,1,0,1.0,0,0,0,
2021,50923,알테어,NC,NC,1,중견수,134,129,1078 2/3,2,0,319,4,2,0.994,0,0,0,
2021,62947,나성범,NC,NC,2,우익수,131,130,1071 2/3,5,0,231,5,1,0.979,0,0,0,
2021,62925,강진성,NC,NC,3,1루수,120,115,970 1/3,13,0,839,56,67,0.986,0,0,0,
2021,78122,김태군,NC,NC,4,포수,100,76,666,6,0,568,48,9,0.99,1,47,18,27.7
2021,62931,노진혁,NC,NC,5,유격수,65,61,503 2/3,5,0,84,136,29,0.978,0,0,0,
2021,66928,박준영,NC,NC,5,3루수,65,39,353 2/3,3,0,31,65,10,0.97,0,0,0,
2021,69992,최정원,NC,NC,5,2루수,65,56,451 1/3,7,0,92,133,19,0.97,0,0,0,
2021,76118,원종현,NC,NC,8,투수,61,0,53,1,0,3,5,2,0.889,0,0,0,
2021,63959,임정호,NC,NC,9,투수,60,0,34 2/3,0,0,2,6,0,1.0,0,0,0,
2021,65462,김기환,NC,NC,11,좌익수,55,37,318,2,0,73,1,0,0.974,0,0,0,
2021,62655,홍성민,NC,NC,12,투수,53,0,41 1/3,0,0,3,11,0,1.0,0,0,0,
2021,51907,김주원,NC,NC,13,유격수,51,40,346 1/3,10,0,73,97,17,0.944,0,0,0,
2021,62907,박민우,NC,NC,14,2루수,49,48,384,3,0,103,109,22,0.986,0,0,0,
2021,76849,이명기,NC,NC,14,좌익수,49,48,380,1,0,80,3,0,0.988,0,0,0,
2021,66965,도태훈,NC,NC,16,3루수,47,14,144,2,0,13,25,3,0.95,0,0,0,
2021,74465,박석민,NC,NC,16,3루수,47,44,330 2/3,8,0,29,81,5,0.932,0,0,0,
2021,78352,임창민,NC,NC,18,투수,46,0,40 1/3,0,0,3,5,0,1.0,0,0,0,
2021,76232,양의지,NC,NC,19,포수,45,38,302 1/3,3,1,252,20,4,0.989,3,15,8,34.8
2021,65949,류진욱,NC,NC,20,투수,44,0,43 1/3,0,0,4,7,0,1.0,0,0,0,
2021,61869,정진기,NC,NC,21,좌익수,43,29,240 1/3,0,0,52,2,0,1.0,0,0,0,
2021,75867,김진성,NC,NC,22,투수,42,0,37 2/3,0,0,1,5,0,1.0,0,0,0,
2021,64944,박대온,NC,NC,23,포수,41,27,234 2/3,2,1,204,13,1,0.991,1,20,4,16.7
2021,77211,이용찬,NC,NC,24,투수,39,0,37,1,0,1,4,0,0.833,0,0,0,
2021,68900,김영규,NC,NC,25,투수,37,8,63 2/3,0,0,5,16,1,1.0,0,0,0,
2021,63450,정현,NC,NC,25,2루수,37,20,199,3,0,46,56,12,0.971,0,0,0,
2021,65643,문경찬,NC,NC,28,투수,35,0,31,0,0,1,3,0,1.0,0,0,0,
2021,69974,배민서,NC,NC,29,투수,32,2,40,1,1,3,4,0,0.875,0,0,0,
2021,69940,루친스키,NC,NC,31,투수,30,30,178 2/3,1,1,9,24,0,0.971,0,0,0,
2021,68902,신민혁,NC,NC,31,투수,30,25,145,2,0,7,13,1,0.909,0,0,0,
2021,63963,권희동,NC,NC,33,좌익수,29,15,153 2/3,0,0,34,2,2,1.0,0,0,0,
2021,63905,윤형준,NC,NC,35,1루수,25,11,103,6,0,90,7,8,0.942,0,0,0,
2021,69962,송명기,NC,NC,37,투수,24,24,123 1/3,2,0,3,11,0,0.875,0,0,0,
2021,62025,이원재,NC,NC,37,1루수,24,15,129,2,0,107,10,13,0.983,0,0,0,
2021,51967,파슨스,NC,NC,37,투수,24,24,133,0,0,6,16,1,1.0,0,0,0,
2021,78361,전민수,NC,NC,40,좌익수,21,8,67,0,0,12,0,0,1.0,0,0,0,
2021,62966,최금강,NC,NC,42,투수,20,0,28,0,0,0,4,0,1.0,0,0,0,
2021,76720,정범모,NC,NC,43,포수,19,3,53 2/3,0,0,45,1,0,1.0,0,2,0,0.0
2021,60263,이재학,NC,NC,44,투수,17,17,83,1,0,5,10,0,0.938,0,0,0,
2021,65905,최승민,NC,NC,45,중견수,16,4,55,0,0,20,0,0,1.0,0,0,0,
2021,63914,손정욱,NC,NC,46,투수,15,0,12 1/3,0,0,1,0,0,1.0,0,0,0,
2021,73306,지석훈,NC,NC,46,2루수,15,7,64,1,0,10,20,1,0.968,0,0,0,
2021,61295,강동연,NC,NC,52,투수,12,3,23,0,0,0,2,0,1.0,0,0,0,
2021,67962,소이현,NC,NC,54,투수,10,0,10 2/3,0,0,1,1,0,1.0,0,0,0,
2021,65964,이우석,NC,NC,54,투수,10,0,9 2/3,0,0,0,0,0,,0,0,0,
2021,63920,김준완,NC,NC,56,중견수,9,0,13,0,0,4,0,0,1.0,0,0,0,
2021,63991,박진우,NC,NC,56,투수,9,0,11,0,0,4,2,0,1.0,0,0,0,
2021,68909,최보성,NC,NC,58,3루수,8,3,34,2,0,3,6,1,0.818,0,0,0,
2021,67900,김수윤,NC,NC,59,3루수,7,1,17,0,0,0,3,0,1.0,0,0,0,
2021,50992,김태경,NC,NC,59,투수,7,3,15,0,0,2,1,0,1.0,0,0,0,
2021,50901,안인산,NC,NC,59,투수,7,0,6 2/3,0,0,0,0,0,,0,0,0,
2021,66968,이재율,NC,NC,59,좌익수,7,2,26,0,0,5,0,0,1.0,0,0,0,
2021,60339,김건태,NC,NC,63,투수,6,0,6 2/3,0,0,2,0,0,1.0,0,0,0,
2021,67956,김태현,NC,NC,63,투수,6,0,5 1/3,0,0,0,0,0,,0,0,0,
2021,69996,노시훈,NC,NC,66,투수,5,0,4 2/3,0,0,1,0,0,1.0,0,0,0,
2021,68910,이승헌,NC,NC,66,투수,5,0,5 1/3,0,0,0,0,0,,0,0,0,
2021,50905,강태경,NC,NC,74,투수,3,3,12 2/3,1,0,1,2,0,0.75,0,0,0,
2021,78813,모창민,NC,NC,74,1루수,3,2,16,0,0,15,1,3,1.0,0,0,0,
2021,51948,이용준,NC,NC,76,투수,2,0,1 2/3,0,0,0,0,0,,0,0,0,
2021,67954,김진호,NC,NC,80,투수,1,1,1,0,0,0,0,0,,0,0,0,
2021,51991,오장한,NC,NC,80,우익수,1,0,2,0,0,1,0,0,1.0,0,0,0,
2021,51996,오태양,NC,NC,80,2루수,1,0,1,0,0,1,0,0,1.0,0,0,0,
2021,66963,최우재,NC,NC,80,좌익수,1,0,2,0,0,1,0,0,1.0,0,0,0,
2021,64166,배정대,KT,KT,1,중견수,144,139,1189 1/3,3,0,308,7,1,0.991,0,0,0,
2021,64006,심우준,KT,KT,2,유격수,138,129,1065,19,0,210,327,78,0.966,0,0,0,
2021,68050,강백호,KT,KT,3,1루수,133,128,1068,19,0,1024,105,98,0.983,0,0,0,
2021,76313,황재균,KT,KT,4,3루수,114,112,938 1/3,16,0,67,178,21,0.939,0,0,0,
2021,78548,장성우,KT,KT,5,포수,110,97,813 1/3,7,0,698,43,8,0.991,3,75,19,20.2
2021,64868,조용호,KT,KT,6,좌익수,104,75,619 1/3,0,0,119,5,1,1.0,0,0,0,
2021,73113,박경수,KT,KT,7,2루수,97,60,522,3,0,121,181,43,0.99,0,0,0,
2021,68730,호잉,KT,KT,8,우익수,68,65,554,3,0,121,4,1,0.977,0,0,0,
2021,65062,김재윤,KT,KT,9,투수,65,0,67,0,0,1,9,1,1.0,0,0,0,
2021,65060,주권,KT,KT,10,투수,62,0,49,1,0,5,12,1,0.944,0,0,0,
2021,64012,송민섭,KT,KT,11,좌익수,58,0,102 1/3,0,0,22,1,0,1.0,0,0,0,
2021,77243,허도환,KT,KT,12,포수,57,33,290 1/3,1,0,238,13,0,0.996,1,11,3,21.4
2021,65048,김민수,KT,KT,13,투수,56,1,58,2,1,6,7,0,0.867,0,0,0,
2021,62558,김준태,KT,KT,14,포수,52,32,302,2,0,267,21,3,0.993,2,33,11,25.0
2021,62556,신본기,KT,KT,14,2루수,52,30,233 2/3,3,0,52,64,16,0.975,0,0,0,
2021,64504,오윤석,KT,KT,16,2루수,50,28,258,1,0,44,102,21,0.993,0,0,0,
2021,64047,조현우,KT,KT,17,투수,49,0,31,2,0,4,11,0,0.882,0,0,0,
2021,60559,박시영,KT,KT,18,투수,48,0,45,1,2,2,4,0,0.857,0,0,0,
2021,51003,권동진,KT,KT,22,유격수,44,9,140,5,0,25,45,4,0.933,0,0,0,
2021,64004,김민혁,KT,KT,25,좌익수,38,30,225 2/3,0,0,48,0,0,1.0,0,0,0,
2021,73738,안영명,KT,KT,26,투수,35,0,35 1/3,0,0,1,7,0,1.0,0,0,0,
2021,51004,알몬테,KT,KT,26,좌익수,35,33,241,2,0,52,1,0,0.964,0,0,0,
2021,63634,이홍구,KT,KT,26,포수,35,13,143 1/3,0,0,122,7,0,1.0,2,7,4,36.4
2021,50040,데스파이네,KT,KT,29,투수,33,33,188 2/3,1,0,9,36,0,0.978,0,0,0,
2021,65057,이창재,KT,KT,30,투수,32,0,26 2/3,0,0,0,1,0,1.0,0,0,0,
2021,67008,이대은,KT,KT,31,투수,31,0,31,0,0,4,2,0,1.0,0,0,0,
2021,64017,심재민,KT,KT,32,투수,28,2,46 2/3,0,0,2,4,0,1.0,0,0,0,
2021,64001,고영표,KT,KT,33,투수,26,25,166 2/3,0,3,10,28,1,1.0,0,0,0,
2021,65516,배제성,KT,KT,33,투수,26,26,141 2/3,3,1,8,16,1,0.889,0,0,0,
2021,50030,소형준,KT,KT,35,투수,24,24,119,1,0,14,17,2,0.969,0,0,0,
2021,69032,쿠에바스,KT,KT,36,투수,23,23,133 1/3,2,0,9,12,1,0.913,0,0,0,
2021,67005,홍현빈,KT,KT,36,좌익수,23,1,49 2/3,0,0,11,1,0,1.0,0,0,0,
2021,64014,김병희,KT,KT,38,3루수,19,10,94 2/3,3,0,8,22,3,0.909,0,0,0,
2021,64007,문상철,KT,KT,39,1루수,18,7,66 2/3,0,0,74,3,9,1.0,0,0,0,
2021,64906,강민국,KT,KT,41,2루수,16,13,105,1,0,24,42,13,0.985,0,0,0,
2021,75342,이보근,KT,KT,41,투수,16,0,11,0,0,0,2,0,1.0,0,0,0,
2021,74339,유한준,KT,KT,43,우익수,15,11,85,0,0,11,0,0,1.0,0,0,0,
2021,65040,김태훈,KT,KT,45,우익수,12,11,91,0,0,17,0,0,1.0,0,0,0,
2021,50054,천성호,KT,KT,45,1루수,12,2,37 2/3,1,0,31,0,2,0.969,0,0,0,
2021,51005,김건형,KT,KT,48,우익수,11,11,85,0,0,9,1,0,1.0,0,0,0,
2021,76757,유원상,KT,KT,48,투수,11,0,13 1/3,0,0,0,2,0,1.0,0,0,0,
2021,75340,전유수,KT,KT,48,투수,11,0,10 2/3,0,0,1,0,0,1.0,0,0,0,
2021,65056,엄상백,KT,KT,51,투수,10,9,52 2/3,1,0,3,2,0,0.833,0,0,0,
2021,78517,하준호,KT,KT,51,투수,10,0,12,0,0,0,2,0,1.0,0,0,0,
2021,69054,이상동,KT,KT,55,투수,6,0,6 1/3,0,0,0,1,0,1.0,0,0,0,
2021,68069,고명성,KT,KT,61,유격수,4,0,4 2/3,0,0,0,3,0,1.0,0,0,0,
2021,62802,박승욱,KT,KT,61,2루수,4,2,12,2,0,4,4,1,0.8,0,0,0,
2021,51060,지명성,KT,KT,64,투수,3,0,4,0,0,0,1,0,1.0,0,0,0,
2021,51058,한차현,KT,KT,64,투수,3,0,3 2/3,0,0,0,0,0,,0,0,0,
2021,67048,이정현,KT,KT,67,투수,2,1,8 2/3,0,0,0,3,0,1.0,0,0,0,
2021,77532,손아섭,롯데,LT,1,우익수,134,131,1118,5,0,222,5,0,0.978,0,0,0,
2021,50506,마차도,롯데,LT,2,유격수,133,127,1076 2/3,11,0,235,337,78,0.981,0,0,0,
2021,68525,한동희,롯데,LT,3,3루수,124,116,992 1/3,14,0,89,195,22,0.953,0,0,0,
2021,78513,전준우,롯데,LT,4,좌익수,116,116,969,0,0,233,6,2,1.0,0,0,0,
2021,79608,안치홍,롯데,LT,5,2루수,110,108,908 2/3,10,0,176,290,67,0.979,0,0,0,
2021,60523,정훈,롯데,LT,6,1루수,100,94,796 2/3,1,0,746,44,66,0.999,0,0,0,
2021,64717,지시완,롯데,LT,7,포수,72,52,448 1/3,1,0,395,40,3,0.998,5,38,14,26.9
2021,63543,구승민,롯데,LT,8,투수,68,0,62 1/3,0,0,5,7,0,1.0,0,0,0,
2021,62528,김원중,롯데,LT,9,투수,61,0,62 2/3,1,0,2,5,0,0.875,0,0,0,
2021,64022,안중열,롯데,LT,10,포수,56,41,364 2/3,1,2,292,31,1,0.997,1,20,13,39.4
2021,65506,김재유,롯데,LT,11,중견수,55,38,339 1/3,3,0,88,3,1,0.968,0,0,0,
2021,68362,추재현,롯데,LT,12,중견수,47,39,315 1/3,1,0,77,0,0,0.987,0,0,0,
2021,50556,최준용,롯데,LT,13,투수,44,0,47 1/3,1,0,1,7,1,0.889,0,0,0,
2021,68585,김도규,롯데,LT,14,투수,43,0,42,1,0,1,8,1,0.9,0,0,0,
2021,78536,김대우,롯데,LT,15,투수,39,0,35 1/3,0,0,1,4,0,1.0,0,0,0,
2021,51516,김진욱,롯데,LT,15,투수,39,5,45 2/3,0,0,2,4,0,1.0,0,0,0,
2021,69508,신윤후,롯데,LT,15,중견수,39,24,212,1,0,46,1,1,0.979,0,0,0,
2021,51567,프랑코,롯데,LT,18,투수,37,27,150,0,0,5,13,3,1.0,0,0,0,
2021,67504,김정율,롯데,LT,19,2루수,35,23,205 1/3,3,0,51,60,18,0.974,0,0,0,
2021,68507,장두성,롯데,LT,19,중견수,35,7,100,1,0,15,0,0,0.938,0,0,0,
2021,64501,배성근,롯데,LT,21,유격수,34,14,162 1/3,4,0,36,34,4,0.946,0,0,0,
2021,79545,진명호,롯데,LT,22,투수,33,0,24 1/3,0,0,2,2,0,1.0,0,0,0,
2021,50558,스트레일리,롯데,LT,23,투수,31,31,165 2/3,0,0,8,19,1,1.0,0,0,0,
2021,64021,박세웅,롯데,LT,25,투수,28,28,163,1,1,12,26,1,0.974,0,0,0,
2021,51551,나승엽,롯데,LT,26,1루수,27,11,121 1/3,4,0,100,9,8,0.965,0,0,0,
2021,64596,김유영,롯데,LT,27,투수,26,0,18 2/3,0,0,0,2,0,1.0,0,0,0,
2021,69539,서준원,롯데,LT,27,투수,26,8,54,0,0,7,11,1,1.0,0,0,0,
2021,64565,이인복,롯데,LT,30,투수,25,8,61 1/3,0,0,5,7,1,1.0,0,0,0,
2021,67539,나균안,롯데,LT,32,투수,23,7,46 1/3,0,1,0,8,0,1.0,0,0,0,
2021,79358,강윤구,롯데,LT,33,투수,22,1,16,1,0,0,2,1,0.667,0,0,0,
2021,63512,박진형,롯데,LT,33,투수,22,0,16,0,0,0,0,0,,0,0,0,
2021,79293,오현택,롯데,LT,38,투수,20,0,16 1/3,0,0,2,2,0,1.0,0,0,0,
2021,64718,최설우,롯데,LT,38,투수,20,7,40 2/3,1,2,2,8,0,0.909,0,0,0,
2021,51594,송재영,롯데,LT,41,투수,19,0,14 2/3,0,0,1,1,0,1.0,0,0,0,
2021,65514,강태율,롯데,LT,42,포수,18,10,79 1/3,4,0,55,8,1,0.94,0,8,3,27.3
2021,71564,이대호,롯데,LT,42,1루수,18,15,118 1/3,2,0,107,9,12,0.983,0,0,0,
2021,68529,이승헌,롯데,LT,45,투수,16,12,57 2/3,0,0,4,13,0,1.0,0,0,0,
2021,50036,이강준,롯데,LT,46,투수,15,0,8 1/3,0,0,0,0,0,,0,0,0,
2021,65515,강로한,롯데,LT,47,중견수,14,6,68 2/3,1,0,27,0,0,0.964,0,0,0,
2021,73211,노경은,롯데,LT,47,투수,14,11,56 1/3,0,2,1,9,0,1.0,0,0,0,
2021,76225,김건국,롯데,LT,49,투수,13,0,22,0,0,2,2,0,1.0,0,0,0,
2021,76249,민병헌,롯데,LT,51,중견수,12,11,88 1/3,0,0,17,0,0,1.0,0,0,0,
2021,51528,손성빈,롯데,LT,51,포수,12,3,37 2/3,0,0,33,3,0,1.0,0,1,1,50.0
2021,68556,정성종,롯데,LT,51,투수,12,0,12,1,0,0,4,1,0.8,0,0,0,
2021,68518,정보근,롯데,LT,54,포수,11,7,54,1,1,41,6,0,0.979,0,1,1,50.0
2021,63895,최민재,롯데,LT,56,좌익수,8,3,37,0,0,4,0,0,1.0,0,0,0,
2021,66557,한승혁,롯데,LT,57,투수,7,0,4,0,0,0,0,0,,0,0,0,
2021,51586,김창훈,롯데,LT,59,투수,6,0,8,0,0,0,3,0,1.0,0,0,0,
2021,51546,정우준,롯데,LT,59,투수,6,0,5 2/3,0,0,0,1,0,1.0,0,0,0,
2021,68589,김동우,롯데,LT,63,투수,5,0,5,0,0,0,1,0,1.0,0,0,0,
2021,50563,박로건,롯데,LT,63,투수,5,0,2 2/3,0,0,0,0,0,,0,0,0,
2021,76100,이병규,롯데,LT,66,1루수,3,2,17,0,0,17,0,0,1.0,0,0,0,
2021,66749,김주현,롯데,LT,69,1루수,2,1,11,0,0,11,1,4,1.0,0,0,0,
2021,67454,나원탁,롯데,LT,69,투수,2,0,2,0,0,0,0,0,,0,0,0,
2021,67591,강동호,롯데,LT,75,투수,1,0,1 1/3,0,0,1,0,0,1.0,0,0,0,
2021,66556,박선우,롯데,LT,75,투수,1,0,2,0,0,0,2,0,1.0,0,0,0,
2021,67588,윤성빈,롯데,LT,75,투수,1,0,1,0,0,0,1,0,1.0,0,0,0,
2021,51560,이주찬,롯데,LT,75,2루수,1,1,9,0,0,3,2,1,1.0,0,0,0,
2021,68504,이호연,롯데,LT,75,1루수,1,1,9,0,0,10,1,3,1.0,0,0,0,
2021,51574,최종은,롯데,LT,75,2루수,1,0,1,0,0,0,1,0,1.0,0,0,0,
2021,50596,홍민기,롯데,LT,75,투수,1,0,1/3,0,0,0,0,0,,0,0,0,
2021,66606,최원준,KIA,HT,1,우익수,140,133,1163 1/3,7,0,291,10,2,0.977,0,0,0,
2021,64646,박찬호,KIA,HT,2,유격수,128,125,1100 1/3,24,0,204,321,74,0.956,0,0,0,
2021,78603,김선빈,KIA,HT,3,2루수,125,125,1015 2/3,7,0,206,305,86,0.986,0,0,0,
2021,64984,김태진,KIA,HT,4,3루수,93,91,786 2/3,16,0,66,171,16,0.937,0,0,0,
2021,69652,터커,KIA,HT,5,좌익수,91,88,693,1,0,143,1,1,0.993,0,0,0,
2021,62864,김민식,KIA,HT,6,포수,86,67,606,5,0,471,41,5,0.99,3,55,20,26.7
2021,64560,이창진,KIA,HT,7,중견수,82,67,558 1/3,0,0,168,1,0,1.0,0,0,0,
2021,63722,한승택,KIA,HT,7,포수,82,68,589,5,3,489,53,8,0.991,5,29,16,35.6
2021,65610,황대인,KIA,HT,9,1루수,71,64,546,3,0,502,28,48,0.994,0,0,0,
2021,63950,장현식,KIA,HT,10,투수,69,0,76 2/3,1,0,1,9,0,0.909,0,0,0,
2021,50662,정해영,KIA,HT,11,투수,64,0,65 1/3,1,1,3,10,2,0.929,0,0,0,
2021,65653,김호령,KIA,HT,12,중견수,61,44,394,0,0,124,2,1,1.0,0,0,0,
2021,63260,이우성,KIA,HT,13,좌익수,60,19,247 2/3,1,0,58,1,1,0.983,0,0,0,
2021,67646,박진태,KIA,HT,14,투수,59,0,65,0,0,0,8,1,1.0,0,0,0,
2021,65665,이준영,KIA,HT,15,투수,50,1,35 2/3,0,0,1,6,2,1.0,0,0,0,
2021,78247,홍상삼,KIA,HT,16,투수,49,0,36,0,0,1,0,0,1.0,0,0,0,
2021,62234,류지혁,KIA,HT,17,3루수,47,43,359 1/3,6,0,31,75,14,0.946,0,0,0,
2021,66614,김규성,KIA,HT,19,2루수,33,3,64,2,0,12,27,4,0.951,0,0,0,
2021,63638,박준표,KIA,HT,20,투수,32,0,32,0,0,2,4,1,1.0,0,0,0,
2021,68619,윤중현,KIA,HT,21,투수,30,13,82 2/3,0,0,3,12,1,1.0,0,0,0,
2021,62754,임기영,KIA,HT,22,투수,28,28,153,3,0,4,21,2,0.893,0,0,0,
2021,51668,이승재,KIA,HT,24,투수,25,0,24,0,0,0,4,0,1.0,0,0,0,
2021,63628,고영창,KIA,HT,25,투수,24,0,23 1/3,0,0,1,0,0,1.0,0,0,0,
2021,64580,김재열,KIA,HT,25,투수,24,0,32 2/3,2,0,4,4,0,0.8,0,0,0,
2021,78629,나지완,KIA,HT,25,좌익수,24,23,176,0,0,38,0,0,1.0,0,0,0,
2021,66663,서덕원,KIA,HT,25,투수,24,0,32 2/3,2,0,1,6,0,0.778,0,0,0,
2021,67609,박정우,KIA,HT,29,중견수,22,14,130,0,0,43,1,1,1.0,0,0,0,
2021,65464,최정용,KIA,HT,29,2루수,22,6,77 1/3,0,0,19,27,6,1.0,0,0,0,
2021,51619,멩덴,KIA,HT,32,투수,21,21,120,0,1,7,14,1,1.0,0,0,0,
2021,51665,장민기,KIA,HT,32,투수,21,0,23 1/3,0,0,0,2,0,1.0,0,0,0,
2021,66630,김현준,KIA,HT,34,투수,19,0,19 2/3,0,0,0,4,0,1.0,0,0,0,
2021,51648,이의리,KIA,HT,34,투수,19,19,94 2/3,1,1,3,6,0,0.9,0,0,0,
2021,69516,김현수,KIA,HT,36,투수,17,8,45 2/3,0,0,1,2,0,1.0,0,0,0,
2021,65616,이민우,KIA,HT,37,투수,16,12,57,0,0,4,7,0,1.0,0,0,0,
2021,68659,김유신,KIA,HT,38,투수,15,11,54 1/3,2,1,0,12,2,0.857,0,0,0,
2021,62265,유민상,KIA,HT,38,1루수,15,14,118,0,0,106,7,15,1.0,0,0,0,
2021,66609,전상현,KIA,HT,38,투수,15,0,13,0,0,2,0,0,1.0,0,0,0,
2021,50657,박민,KIA,HT,41,유격수,14,11,94 2/3,2,0,13,24,6,0.949,0,0,0,
2021,50636,브룩스,KIA,HT,42,투수,13,13,78,1,1,8,16,2,0.96,0,0,0,
2021,61700,강경학,KIA,HT,45,2루수,12,4,46,0,0,16,17,4,1.0,0,0,0,
2021,66657,이진영,KIA,HT,45,중견수,12,8,76,0,0,20,0,0,1.0,0,0,0,
2021,73209,나주환,KIA,HT,48,3루수,9,3,43 2/3,0,0,3,7,2,1.0,0,0,0,
2021,69645,장유호,KIA,HT,48,투수,9,0,14 1/3,0,0,3,2,0,1.0,0,0,0,
2021,62893,최정민,KIA,HT,48,중견수,9,1,30,0,0,9,0,0,1.0,0,0,0,
2021,61666,한승혁,KIA,HT,52,투수,8,5,23 2/3,0,1,1,4,0,1.0,0,0,0,
2021,51636,다카하시,KIA,HT,53,투수,7,7,36 2/3,0,0,3,2,1,1.0,0,0,0,
2021,69636,오선우,KIA,HT,54,좌익수,6,4,33 1/3,0,0,15,1,1,1.0,0,0,0,
2021,51640,권다결,KIA,HT,58,포수,5,5,41,0,0,22,1,0,1.0,1,5,1,16.7
2021,66660,남하준,KIA,HT,58,투수,5,1,8,0,0,0,0,0,,0,0,0,
2021,67610,김석환,KIA,HT,62,1루수,4,4,35,2,0,40,0,3,0.952,0,0,0,
2021,67644,이정훈,KIA,HT,62,포수,4,4,33,2,0,24,2,0,0.929,1,3,0,0.0
2021,64615,차명진,KIA,HT,62,투수,4,3,10 2/3,0,0,0,0,0,,0,0,0,
2021,62908,황윤호,KIA,HT,62,3루수,4,3,29 2/3,2,0,2,4,0,0.75,0,0,0,
2021,51645,박건우,KIA,HT,69,투수,3,0,3,0,0,0,0,0,,0,0,0,
2021,68614,오정환,KIA,HT,69,2루수,3,2,23,0,0,4,7,2,1.0,0,0,0,
2021,50650,최용준,KIA,HT,69,투수,3,2,6 1/3,0,0,0,0,0,,0,0,0,
2021,72443,최형우,KIA,HT,74,좌익수,2,1,10,0,0,4,0,0,1.0,0,0,0,
2021,62263,변시원,KIA,HT,77,투수,1,0,2/3,0,0,0,0,0,,0,0,0,
2021,79240,허경민,두산,OB,1,3루수,130,116,984 2/3,8,0,92,161,21,0.969,0,0,0,
2021,64153,양석환,두산,OB,2,1루수,127,125,1014 1/3,8,0,854,57,92,0.991,0,0,0,
2021,78224,김재환,두산,OB,3,좌익수,126,125,948,4,0,199,4,0,0.981,0,0,0,
2021,63123,강승호,두산,OB,4,2루수,103,82,686 1/3,5,0,137,226,46,0.986,0,0,0,
2021,79231,정수빈,두산,OB,4,중견수,103,77,731 2/3,1,0,218,4,1,0.996,0,0,0,
2021,62244,박세혁,두산,OB,6,포수,96,73,575 1/3,4,2,495,51,1,0.993,2,39,19,32.8
2021,63202,장승현,두산,OB,7,포수,91,57,505,4,0,429,33,5,0.991,7,30,16,34.8
